POINT_X,POINT_Y
756948.008964722,7521117.34004015
756966.644044303,7521117.34004015
756985.279123884,7521117.34004015
757003.914203465,7521117.34004015
757022.549283046,7521117.34004015
757041.184362627,7521117.34004015
756854.833566817,7521105.18572375
756873.468646398,7521105.18572375
756892.103725979,7521105.18572375
756910.73880556,7521105.18572375
756929.373885141,7521105.18572375
756948.008964722,7521105.18572375
756966.644044303,7521105.18572375
756985.279123884,7521105.18572375
757003.914203465,7521105.18572375
757022.549283046,7521105.18572375
757041.184362627,7521105.18572375
756854.833566817,7521093.03140734
756873.468646398,7521093.03140734
756892.103725979,7521093.03140734
756910.73880556,7521093.03140734
756929.373885141,7521093.03140734
756948.008964722,7521093.03140734
756966.644044303,7521093.03140734
756985.279123884,7521093.03140734
757003.914203465,7521093.03140734
757022.549283046,7521093.03140734
757041.184362627,7521093.03140734
756836.198487235,7521080.87709094
756854.833566817,7521080.87709094
756873.468646398,7521080.87709094
756892.103725979,7521080.87709094
756910.73880556,7521080.87709094
756929.373885141,7521080.87709094
756948.008964722,7521080.87709094
756966.644044303,7521080.87709094
756985.279123884,7521080.87709094
757003.914203465,7521080.87709094
757022.549283046,7521080.87709094
757041.184362627,7521080.87709094
757059.819442208,7521080.87709094
756836.198487235,7521068.72277454
756854.833566817,7521068.72277454
756873.468646398,7521068.72277454
756892.103725979,7521068.72277454
756910.73880556,7521068.72277454
756929.373885141,7521068.72277454
756948.008964722,7521068.72277454
756966.644044303,7521068.72277454
756985.279123884,7521068.72277454
757003.914203465,7521068.72277454
757022.549283046,7521068.72277454
757041.184362627,7521068.72277454
757059.819442208,7521068.72277454
756817.563407654,7521056.56845813
756836.198487235,7521056.56845813
756854.833566817,7521056.56845813
756873.468646398,7521056.56845813
756892.103725979,7521056.56845813
756910.73880556,7521056.56845813
756929.373885141,7521056.56845813
756948.008964722,7521056.56845813
756966.644044303,7521056.56845813
756985.279123884,7521056.56845813
757003.914203465,7521056.56845813
757022.549283046,7521056.56845813
757041.184362627,7521056.56845813
757059.819442208,7521056.56845813
756817.563407654,7521044.41414173
756836.198487235,7521044.41414173
756854.833566817,7521044.41414173
756873.468646398,7521044.41414173
756892.103725979,7521044.41414173
756910.73880556,7521044.41414173
756929.373885141,7521044.41414173
756948.008964722,7521044.41414173
756966.644044303,7521044.41414173
756985.279123884,7521044.41414173
757003.914203465,7521044.41414173
757022.549283046,7521044.41414173
757041.184362627,7521044.41414173
757059.819442208,7521044.41414173
756798.928328073,7521032.25982533
756817.563407654,7521032.25982533
756836.198487235,7521032.25982533
756854.833566817,7521032.25982533
756873.468646398,7521032.25982533
756892.103725979,7521032.25982533
756910.73880556,7521032.25982533
756929.373885141,7521032.25982533
756948.008964722,7521032.25982533
756966.644044303,7521032.25982533
756985.279123884,7521032.25982533
757003.914203465,7521032.25982533
757022.549283046,7521032.25982533
757041.184362627,7521032.25982533
757059.819442208,7521032.25982533
756780.293248492,7521020.10550892
756798.928328073,7521020.10550892
756817.563407654,7521020.10550892
756836.198487235,7521020.10550892
756854.833566817,7521020.10550892
756873.468646398,7521020.10550892
756892.103725979,7521020.10550892
756910.73880556,7521020.10550892
756929.373885141,7521020.10550892
756948.008964722,7521020.10550892
756966.644044303,7521020.10550892
756985.279123884,7521020.10550892
757003.914203465,7521020.10550892
757022.549283046,7521020.10550892
757041.184362627,7521020.10550892
757059.819442208,7521020.10550892
757078.454521789,7521020.10550892
756780.293248492,7521007.95119252
756798.928328073,7521007.95119252
756817.563407654,7521007.95119252
756836.198487235,7521007.95119252
756854.833566817,7521007.95119252
756873.468646398,7521007.95119252
756892.103725979,7521007.95119252
756910.73880556,7521007.95119252
756929.373885141,7521007.95119252
756948.008964722,7521007.95119252
756966.644044303,7521007.95119252
756985.279123884,7521007.95119252
757003.914203465,7521007.95119252
757022.549283046,7521007.95119252
757041.184362627,7521007.95119252
757059.819442208,7521007.95119252
757078.454521789,7521007.95119252
756761.658168911,7520995.79687612
756780.293248492,7520995.79687612
756798.928328073,7520995.79687612
756817.563407654,7520995.79687612
756836.198487235,7520995.79687612
756854.833566817,7520995.79687612
756873.468646398,7520995.79687612
756892.103725979,7520995.79687612
756910.73880556,7520995.79687612
756929.373885141,7520995.79687612
756948.008964722,7520995.79687612
756966.644044303,7520995.79687612
756985.279123884,7520995.79687612
757003.914203465,7520995.79687612
757022.549283046,7520995.79687612
757041.184362627,7520995.79687612
757059.819442208,7520995.79687612
757078.454521789,7520995.79687612
756761.658168911,7520983.64255971
756780.293248492,7520983.64255971
756798.928328073,7520983.64255971
756817.563407654,7520983.64255971
756836.198487235,7520983.64255971
756854.833566817,7520983.64255971
756873.468646398,7520983.64255971
756892.103725979,7520983.64255971
756910.73880556,7520983.64255971
756929.373885141,7520983.64255971
756948.008964722,7520983.64255971
756966.644044303,7520983.64255971
756985.279123884,7520983.64255971
757003.914203465,7520983.64255971
757022.549283046,7520983.64255971
757041.184362627,7520983.64255971
757059.819442208,7520983.64255971
757078.454521789,7520983.64255971
756743.02308933,7520971.48824331
756761.658168911,7520971.48824331
756780.293248492,7520971.48824331
756798.928328073,7520971.48824331
756817.563407654,7520971.48824331
756836.198487235,7520971.48824331
756854.833566817,7520971.48824331
756873.468646398,7520971.48824331
756892.103725979,7520971.48824331
756910.73880556,7520971.48824331
756929.373885141,7520971.48824331
756948.008964722,7520971.48824331
756966.644044303,7520971.48824331
756985.279123884,7520971.48824331
757003.914203465,7520971.48824331
757022.549283046,7520971.48824331
757041.184362627,7520971.48824331
757059.819442208,7520971.48824331
757078.454521789,7520971.48824331
756724.388009749,7520959.33392691
756743.02308933,7520959.33392691
756761.658168911,7520959.33392691
756780.293248492,7520959.33392691
756798.928328073,7520959.33392691
756817.563407654,7520959.33392691
756836.198487235,7520959.33392691
756854.833566817,7520959.33392691
756873.468646398,7520959.33392691
756892.103725979,7520959.33392691
756910.73880556,7520959.33392691
756929.373885141,7520959.33392691
756948.008964722,7520959.33392691
756966.644044303,7520959.33392691
756985.279123884,7520959.33392691
757003.914203465,7520959.33392691
757022.549283046,7520959.33392691
757041.184362627,7520959.33392691
757059.819442208,7520959.33392691
757078.454521789,7520959.33392691
757842.492784613,7520959.33392691
756724.388009749,7520947.1796105
756743.02308933,7520947.1796105
756761.658168911,7520947.1796105
756780.293248492,7520947.1796105
756798.928328073,7520947.1796105
756817.563407654,7520947.1796105
756836.198487235,7520947.1796105
756854.833566817,7520947.1796105
756873.468646398,7520947.1796105
756892.103725979,7520947.1796105
756910.73880556,7520947.1796105
756929.373885141,7520947.1796105
756948.008964722,7520947.1796105
756966.644044303,7520947.1796105
756985.279123884,7520947.1796105
757003.914203465,7520947.1796105
757022.549283046,7520947.1796105
757041.184362627,7520947.1796105
757059.819442208,7520947.1796105
757078.454521789,7520947.1796105
757823.857705032,7520947.1796105
757842.492784613,7520947.1796105
757861.127864194,7520947.1796105
757879.762943775,7520947.1796105
756705.752930168,7520935.0252941
756724.388009749,7520935.0252941
756743.02308933,7520935.0252941
756761.658168911,7520935.0252941
756780.293248492,7520935.0252941
756798.928328073,7520935.0252941
756817.563407654,7520935.0252941
756836.198487235,7520935.0252941
756854.833566817,7520935.0252941
756873.468646398,7520935.0252941
756892.103725979,7520935.0252941
756910.73880556,7520935.0252941
756929.373885141,7520935.0252941
756948.008964722,7520935.0252941
756966.644044303,7520935.0252941
756985.279123884,7520935.0252941
757003.914203465,7520935.0252941
757022.549283046,7520935.0252941
757041.184362627,7520935.0252941
757059.819442208,7520935.0252941
757078.454521789,7520935.0252941
757823.857705032,7520935.0252941
757842.492784613,7520935.0252941
757861.127864194,7520935.0252941
757879.762943775,7520935.0252941
757898.398023356,7520935.0252941
756705.752930168,7520922.8709777
756724.388009749,7520922.8709777
756743.02308933,7520922.8709777
756761.658168911,7520922.8709777
756780.293248492,7520922.8709777
756798.928328073,7520922.8709777
756817.563407654,7520922.8709777
756836.198487235,7520922.8709777
756854.833566817,7520922.8709777
756873.468646398,7520922.8709777
756892.103725979,7520922.8709777
756910.73880556,7520922.8709777
756929.373885141,7520922.8709777
756948.008964722,7520922.8709777
756966.644044303,7520922.8709777
756985.279123884,7520922.8709777
757003.914203465,7520922.8709777
757022.549283046,7520922.8709777
757041.184362627,7520922.8709777
757059.819442208,7520922.8709777
757078.454521789,7520922.8709777
757823.857705032,7520922.8709777
757842.492784613,7520922.8709777
757861.127864194,7520922.8709777
757879.762943775,7520922.8709777
757898.398023356,7520922.8709777
757917.033102937,7520922.8709777
756687.117850587,7520910.71666129
756705.752930168,7520910.71666129
756724.388009749,7520910.71666129
756743.02308933,7520910.71666129
756761.658168911,7520910.71666129
756780.293248492,7520910.71666129
756798.928328073,7520910.71666129
756817.563407654,7520910.71666129
756836.198487235,7520910.71666129
756854.833566817,7520910.71666129
756873.468646398,7520910.71666129
756892.103725979,7520910.71666129
756910.73880556,7520910.71666129
756929.373885141,7520910.71666129
756948.008964722,7520910.71666129
756966.644044303,7520910.71666129
756985.279123884,7520910.71666129
757003.914203465,7520910.71666129
757022.549283046,7520910.71666129
757041.184362627,7520910.71666129
757059.819442208,7520910.71666129
757078.454521789,7520910.71666129
757823.857705032,7520910.71666129
757842.492784613,7520910.71666129
757861.127864194,7520910.71666129
757879.762943775,7520910.71666129
757898.398023356,7520910.71666129
757917.033102937,7520910.71666129
756668.482771006,7520898.56234489
756687.117850587,7520898.56234489
756705.752930168,7520898.56234489
756724.388009749,7520898.56234489
756743.02308933,7520898.56234489
756761.658168911,7520898.56234489
756780.293248492,7520898.56234489
756798.928328073,7520898.56234489
756817.563407654,7520898.56234489
756836.198487235,7520898.56234489
756854.833566817,7520898.56234489
756873.468646398,7520898.56234489
756892.103725979,7520898.56234489
756910.73880556,7520898.56234489
756929.373885141,7520898.56234489
756948.008964722,7520898.56234489
756966.644044303,7520898.56234489
756985.279123884,7520898.56234489
757003.914203465,7520898.56234489
757022.549283046,7520898.56234489
757041.184362627,7520898.56234489
757059.819442208,7520898.56234489
757078.454521789,7520898.56234489
757823.857705032,7520898.56234489
757842.492784613,7520898.56234489
757861.127864194,7520898.56234489
757879.762943775,7520898.56234489
757898.398023356,7520898.56234489
757917.033102937,7520898.56234489
757935.668182518,7520898.56234489
756668.482771006,7520886.40802849
756687.117850587,7520886.40802849
756705.752930168,7520886.40802849
756724.388009749,7520886.40802849
756743.02308933,7520886.40802849
756761.658168911,7520886.40802849
756780.293248492,7520886.40802849
756798.928328073,7520886.40802849
756817.563407654,7520886.40802849
756836.198487235,7520886.40802849
756854.833566817,7520886.40802849
756873.468646398,7520886.40802849
756892.103725979,7520886.40802849
756910.73880556,7520886.40802849
756929.373885141,7520886.40802849
756948.008964722,7520886.40802849
756966.644044303,7520886.40802849
756985.279123884,7520886.40802849
757003.914203465,7520886.40802849
757022.549283046,7520886.40802849
757041.184362627,7520886.40802849
757059.819442208,7520886.40802849
757078.454521789,7520886.40802849
757823.857705032,7520886.40802849
757842.492784613,7520886.40802849
757861.127864194,7520886.40802849
757879.762943775,7520886.40802849
757898.398023356,7520886.40802849
757917.033102937,7520886.40802849
757935.668182518,7520886.40802849
757954.3032621,7520886.40802849
756649.847691425,7520874.25371208
756668.482771006,7520874.25371208
756687.117850587,7520874.25371208
756705.752930168,7520874.25371208
756724.388009749,7520874.25371208
756743.02308933,7520874.25371208
756761.658168911,7520874.25371208
756780.293248492,7520874.25371208
756798.928328073,7520874.25371208
756817.563407654,7520874.25371208
756836.198487235,7520874.25371208
756854.833566817,7520874.25371208
756873.468646398,7520874.25371208
756892.103725979,7520874.25371208
756910.73880556,7520874.25371208
756929.373885141,7520874.25371208
756948.008964722,7520874.25371208
756966.644044303,7520874.25371208
756985.279123884,7520874.25371208
757003.914203465,7520874.25371208
757022.549283046,7520874.25371208
757041.184362627,7520874.25371208
757059.819442208,7520874.25371208
757078.454521789,7520874.25371208
757097.08960137,7520874.25371208
757823.857705032,7520874.25371208
757842.492784613,7520874.25371208
757861.127864194,7520874.25371208
757879.762943775,7520874.25371208
757898.398023356,7520874.25371208
757917.033102937,7520874.25371208
757935.668182518,7520874.25371208
757954.3032621,7520874.25371208
757972.938341681,7520874.25371208
756631.212611844,7520862.09939568
756649.847691425,7520862.09939568
756668.482771006,7520862.09939568
756687.117850587,7520862.09939568
756705.752930168,7520862.09939568
756724.388009749,7520862.09939568
756743.02308933,7520862.09939568
756761.658168911,7520862.09939568
756780.293248492,7520862.09939568
756798.928328073,7520862.09939568
756817.563407654,7520862.09939568
756836.198487235,7520862.09939568
756854.833566817,7520862.09939568
756873.468646398,7520862.09939568
756892.103725979,7520862.09939568
756910.73880556,7520862.09939568
756929.373885141,7520862.09939568
756948.008964722,7520862.09939568
756966.644044303,7520862.09939568
756985.279123884,7520862.09939568
757003.914203465,7520862.09939568
757022.549283046,7520862.09939568
757041.184362627,7520862.09939568
757059.819442208,7520862.09939568
757078.454521789,7520862.09939568
757097.08960137,7520862.09939568
757171.629919695,7520862.09939568
757190.264999276,7520862.09939568
757208.900078857,7520862.09939568
757823.857705032,7520862.09939568
757842.492784613,7520862.09939568
757861.127864194,7520862.09939568
757879.762943775,7520862.09939568
757898.398023356,7520862.09939568
757917.033102937,7520862.09939568
757935.668182518,7520862.09939568
757954.3032621,7520862.09939568
757972.938341681,7520862.09939568
756612.577532263,7520849.94507928
756631.212611844,7520849.94507928
756649.847691425,7520849.94507928
756668.482771006,7520849.94507928
756687.117850587,7520849.94507928
756705.752930168,7520849.94507928
756724.388009749,7520849.94507928
756743.02308933,7520849.94507928
756761.658168911,7520849.94507928
756780.293248492,7520849.94507928
756798.928328073,7520849.94507928
756817.563407654,7520849.94507928
756836.198487235,7520849.94507928
756854.833566817,7520849.94507928
756873.468646398,7520849.94507928
756892.103725979,7520849.94507928
756910.73880556,7520849.94507928
756929.373885141,7520849.94507928
756948.008964722,7520849.94507928
756966.644044303,7520849.94507928
756985.279123884,7520849.94507928
757003.914203465,7520849.94507928
757022.549283046,7520849.94507928
757041.184362627,7520849.94507928
757059.819442208,7520849.94507928
757078.454521789,7520849.94507928
757097.08960137,7520849.94507928
757115.724680951,7520849.94507928
757134.359760533,7520849.94507928
757152.994840114,7520849.94507928
757171.629919695,7520849.94507928
757190.264999276,7520849.94507928
757208.900078857,7520849.94507928
757227.535158438,7520849.94507928
757246.170238019,7520849.94507928
757823.857705032,7520849.94507928
757842.492784613,7520849.94507928
757861.127864194,7520849.94507928
757879.762943775,7520849.94507928
757898.398023356,7520849.94507928
757917.033102937,7520849.94507928
757935.668182518,7520849.94507928
757954.3032621,7520849.94507928
757972.938341681,7520849.94507928
757991.573421262,7520849.94507928
756593.942452682,7520837.79076287
756612.577532263,7520837.79076287
756631.212611844,7520837.79076287
756649.847691425,7520837.79076287
756668.482771006,7520837.79076287
756687.117850587,7520837.79076287
756705.752930168,7520837.79076287
756724.388009749,7520837.79076287
756743.02308933,7520837.79076287
756761.658168911,7520837.79076287
756780.293248492,7520837.79076287
756798.928328073,7520837.79076287
756817.563407654,7520837.79076287
756836.198487235,7520837.79076287
756854.833566817,7520837.79076287
756873.468646398,7520837.79076287
756892.103725979,7520837.79076287
756910.73880556,7520837.79076287
756929.373885141,7520837.79076287
756948.008964722,7520837.79076287
756966.644044303,7520837.79076287
756985.279123884,7520837.79076287
757003.914203465,7520837.79076287
757022.549283046,7520837.79076287
757041.184362627,7520837.79076287
757059.819442208,7520837.79076287
757078.454521789,7520837.79076287
757097.08960137,7520837.79076287
757115.724680951,7520837.79076287
757134.359760533,7520837.79076287
757152.994840114,7520837.79076287
757171.629919695,7520837.79076287
757190.264999276,7520837.79076287
757208.900078857,7520837.79076287
757227.535158438,7520837.79076287
757246.170238019,7520837.79076287
757264.8053176,7520837.79076287
757823.857705032,7520837.79076287
757842.492784613,7520837.79076287
757861.127864194,7520837.79076287
757879.762943775,7520837.79076287
757898.398023356,7520837.79076287
757917.033102937,7520837.79076287
757935.668182518,7520837.79076287
757954.3032621,7520837.79076287
757972.938341681,7520837.79076287
757991.573421262,7520837.79076287
758010.208500843,7520837.79076287
756575.307373101,7520825.63644647
756593.942452682,7520825.63644647
756612.577532263,7520825.63644647
756631.212611844,7520825.63644647
756649.847691425,7520825.63644647
756668.482771006,7520825.63644647
756687.117850587,7520825.63644647
756705.752930168,7520825.63644647
756724.388009749,7520825.63644647
756743.02308933,7520825.63644647
756761.658168911,7520825.63644647
756780.293248492,7520825.63644647
756798.928328073,7520825.63644647
756817.563407654,7520825.63644647
756836.198487235,7520825.63644647
756854.833566817,7520825.63644647
756873.468646398,7520825.63644647
756892.103725979,7520825.63644647
756910.73880556,7520825.63644647
756929.373885141,7520825.63644647
756948.008964722,7520825.63644647
756966.644044303,7520825.63644647
756985.279123884,7520825.63644647
757003.914203465,7520825.63644647
757022.549283046,7520825.63644647
757041.184362627,7520825.63644647
757059.819442208,7520825.63644647
757078.454521789,7520825.63644647
757097.08960137,7520825.63644647
757115.724680951,7520825.63644647
757134.359760533,7520825.63644647
757152.994840114,7520825.63644647
757171.629919695,7520825.63644647
757190.264999276,7520825.63644647
757208.900078857,7520825.63644647
757227.535158438,7520825.63644647
757246.170238019,7520825.63644647
757264.8053176,7520825.63644647
757283.440397181,7520825.63644647
757823.857705032,7520825.63644647
757842.492784613,7520825.63644647
757861.127864194,7520825.63644647
757879.762943775,7520825.63644647
757898.398023356,7520825.63644647
757917.033102937,7520825.63644647
757935.668182518,7520825.63644647
757954.3032621,7520825.63644647
757972.938341681,7520825.63644647
757991.573421262,7520825.63644647
758010.208500843,7520825.63644647
756556.672293519,7520813.48213007
756575.307373101,7520813.48213007
756593.942452682,7520813.48213007
756612.577532263,7520813.48213007
756631.212611844,7520813.48213007
756649.847691425,7520813.48213007
756668.482771006,7520813.48213007
756687.117850587,7520813.48213007
756705.752930168,7520813.48213007
756724.388009749,7520813.48213007
756743.02308933,7520813.48213007
756761.658168911,7520813.48213007
756780.293248492,7520813.48213007
756798.928328073,7520813.48213007
756817.563407654,7520813.48213007
756836.198487235,7520813.48213007
756854.833566817,7520813.48213007
756873.468646398,7520813.48213007
756892.103725979,7520813.48213007
756910.73880556,7520813.48213007
756929.373885141,7520813.48213007
756948.008964722,7520813.48213007
756966.644044303,7520813.48213007
756985.279123884,7520813.48213007
757003.914203465,7520813.48213007
757022.549283046,7520813.48213007
757041.184362627,7520813.48213007
757059.819442208,7520813.48213007
757078.454521789,7520813.48213007
757097.08960137,7520813.48213007
757115.724680951,7520813.48213007
757134.359760533,7520813.48213007
757152.994840114,7520813.48213007
757171.629919695,7520813.48213007
757190.264999276,7520813.48213007
757208.900078857,7520813.48213007
757227.535158438,7520813.48213007
757246.170238019,7520813.48213007
757264.8053176,7520813.48213007
757283.440397181,7520813.48213007
757823.857705032,7520813.48213007
757842.492784613,7520813.48213007
757861.127864194,7520813.48213007
757879.762943775,7520813.48213007
757898.398023356,7520813.48213007
757917.033102937,7520813.48213007
757935.668182518,7520813.48213007
757954.3032621,7520813.48213007
757972.938341681,7520813.48213007
757991.573421262,7520813.48213007
758010.208500843,7520813.48213007
758028.843580424,7520813.48213007
756538.037213938,7520801.32781366
756556.672293519,7520801.32781366
756575.307373101,7520801.32781366
756593.942452682,7520801.32781366
756612.577532263,7520801.32781366
756631.212611844,7520801.32781366
756649.847691425,7520801.32781366
756668.482771006,7520801.32781366
756687.117850587,7520801.32781366
756705.752930168,7520801.32781366
756724.388009749,7520801.32781366
756743.02308933,7520801.32781366
756761.658168911,7520801.32781366
756780.293248492,7520801.32781366
756798.928328073,7520801.32781366
756817.563407654,7520801.32781366
756836.198487235,7520801.32781366
756854.833566817,7520801.32781366
756873.468646398,7520801.32781366
756892.103725979,7520801.32781366
756910.73880556,7520801.32781366
756929.373885141,7520801.32781366
756948.008964722,7520801.32781366
756966.644044303,7520801.32781366
756985.279123884,7520801.32781366
757003.914203465,7520801.32781366
757022.549283046,7520801.32781366
757041.184362627,7520801.32781366
757059.819442208,7520801.32781366
757078.454521789,7520801.32781366
757097.08960137,7520801.32781366
757115.724680951,7520801.32781366
757134.359760533,7520801.32781366
757152.994840114,7520801.32781366
757171.629919695,7520801.32781366
757190.264999276,7520801.32781366
757208.900078857,7520801.32781366
757227.535158438,7520801.32781366
757246.170238019,7520801.32781366
757264.8053176,7520801.32781366
757283.440397181,7520801.32781366
757302.075476762,7520801.32781366
757823.857705032,7520801.32781366
757842.492784613,7520801.32781366
757861.127864194,7520801.32781366
757879.762943775,7520801.32781366
757898.398023356,7520801.32781366
757917.033102937,7520801.32781366
757935.668182518,7520801.32781366
757954.3032621,7520801.32781366
757972.938341681,7520801.32781366
757991.573421262,7520801.32781366
758010.208500843,7520801.32781366
758028.843580424,7520801.32781366
758047.478660005,7520801.32781366
756519.402134357,7520789.17349726
756538.037213938,7520789.17349726
756556.672293519,7520789.17349726
756575.307373101,7520789.17349726
756593.942452682,7520789.17349726
756612.577532263,7520789.17349726
756631.212611844,7520789.17349726
756649.847691425,7520789.17349726
756668.482771006,7520789.17349726
756687.117850587,7520789.17349726
756705.752930168,7520789.17349726
756724.388009749,7520789.17349726
756743.02308933,7520789.17349726
756761.658168911,7520789.17349726
756780.293248492,7520789.17349726
756798.928328073,7520789.17349726
756817.563407654,7520789.17349726
756836.198487235,7520789.17349726
756854.833566817,7520789.17349726
756873.468646398,7520789.17349726
756892.103725979,7520789.17349726
756910.73880556,7520789.17349726
756929.373885141,7520789.17349726
756948.008964722,7520789.17349726
756966.644044303,7520789.17349726
756985.279123884,7520789.17349726
757003.914203465,7520789.17349726
757022.549283046,7520789.17349726
757041.184362627,7520789.17349726
757059.819442208,7520789.17349726
757078.454521789,7520789.17349726
757097.08960137,7520789.17349726
757115.724680951,7520789.17349726
757134.359760533,7520789.17349726
757152.994840114,7520789.17349726
757171.629919695,7520789.17349726
757190.264999276,7520789.17349726
757208.900078857,7520789.17349726
757227.535158438,7520789.17349726
757246.170238019,7520789.17349726
757264.8053176,7520789.17349726
757283.440397181,7520789.17349726
757302.075476762,7520789.17349726
757823.857705032,7520789.17349726
757842.492784613,7520789.17349726
757861.127864194,7520789.17349726
757879.762943775,7520789.17349726
757898.398023356,7520789.17349726
757917.033102937,7520789.17349726
757935.668182518,7520789.17349726
757954.3032621,7520789.17349726
757972.938341681,7520789.17349726
757991.573421262,7520789.17349726
758010.208500843,7520789.17349726
758028.843580424,7520789.17349726
758047.478660005,7520789.17349726
756500.767054776,7520777.01918086
756519.402134357,7520777.01918086
756538.037213938,7520777.01918086
756556.672293519,7520777.01918086
756575.307373101,7520777.01918086
756593.942452682,7520777.01918086
756612.577532263,7520777.01918086
756631.212611844,7520777.01918086
756649.847691425,7520777.01918086
756668.482771006,7520777.01918086
756687.117850587,7520777.01918086
756705.752930168,7520777.01918086
756724.388009749,7520777.01918086
756743.02308933,7520777.01918086
756761.658168911,7520777.01918086
756780.293248492,7520777.01918086
756798.928328073,7520777.01918086
756817.563407654,7520777.01918086
756836.198487235,7520777.01918086
756854.833566817,7520777.01918086
756873.468646398,7520777.01918086
756892.103725979,7520777.01918086
756910.73880556,7520777.01918086
756929.373885141,7520777.01918086
756948.008964722,7520777.01918086
756966.644044303,7520777.01918086
756985.279123884,7520777.01918086
757003.914203465,7520777.01918086
757022.549283046,7520777.01918086
757041.184362627,7520777.01918086
757059.819442208,7520777.01918086
757078.454521789,7520777.01918086
757097.08960137,7520777.01918086
757115.724680951,7520777.01918086
757134.359760533,7520777.01918086
757152.994840114,7520777.01918086
757171.629919695,7520777.01918086
757190.264999276,7520777.01918086
757208.900078857,7520777.01918086
757227.535158438,7520777.01918086
757246.170238019,7520777.01918086
757264.8053176,7520777.01918086
757283.440397181,7520777.01918086
757302.075476762,7520777.01918086
757823.857705032,7520777.01918086
757842.492784613,7520777.01918086
757861.127864194,7520777.01918086
757879.762943775,7520777.01918086
757898.398023356,7520777.01918086
757917.033102937,7520777.01918086
757935.668182518,7520777.01918086
757954.3032621,7520777.01918086
757972.938341681,7520777.01918086
757991.573421262,7520777.01918086
758010.208500843,7520777.01918086
758028.843580424,7520777.01918086
758047.478660005,7520777.01918086
758066.113739586,7520777.01918086
756482.131975195,7520764.86486445
756500.767054776,7520764.86486445
756519.402134357,7520764.86486445
756538.037213938,7520764.86486445
756556.672293519,7520764.86486445
756575.307373101,7520764.86486445
756593.942452682,7520764.86486445
756612.577532263,7520764.86486445
756631.212611844,7520764.86486445
756649.847691425,7520764.86486445
756668.482771006,7520764.86486445
756687.117850587,7520764.86486445
756705.752930168,7520764.86486445
756724.388009749,7520764.86486445
756743.02308933,7520764.86486445
756761.658168911,7520764.86486445
756780.293248492,7520764.86486445
756798.928328073,7520764.86486445
756817.563407654,7520764.86486445
756836.198487235,7520764.86486445
756854.833566817,7520764.86486445
756873.468646398,7520764.86486445
756892.103725979,7520764.86486445
756910.73880556,7520764.86486445
756929.373885141,7520764.86486445
756948.008964722,7520764.86486445
756966.644044303,7520764.86486445
756985.279123884,7520764.86486445
757003.914203465,7520764.86486445
757022.549283046,7520764.86486445
757041.184362627,7520764.86486445
757059.819442208,7520764.86486445
757078.454521789,7520764.86486445
757097.08960137,7520764.86486445
757115.724680951,7520764.86486445
757134.359760533,7520764.86486445
